case_id,customer_message,amazon_response
1049362,"@AmazonHelp Vendido por Stöberland_Impressum/AGB/Widerruf y gestionado por Amazon. Asi que sí, ha sido gestionado por vosotros.","@368015 ¿Recibiste confirmación de que fue enviado? Si fue así, ¿qué indica la última actualización en la info de seguimiento? ^AR"
787213,@AmazonHelp The items soakin and full of condensation and there’s barely any noise coming from the mic I’ve requested a return but it takes up to 2 days,@307778 Just to confirm- what takes up to 2days? ^NV
1835788,@AmazonHelp My order could not get delivered yesterday so I called for rescheduling it today before 12 as I am not available after that,@146582 Apologies for the unpleasant experience. Kindly reach our support team: https://t.co/vlvfJr4nN9. We'll have it checked. ^GS
1835798,@AmazonHelp What else do you wanna know... Already time has passed and this time too it will get auto cancelled. Y becos m not present at home,@146582 Please fill your details in the secured link provided earlier and we will contact you and assist with your concern. ^AH
1835800,@AmazonHelp Already did,"@146582 Thanks for the confirmation, Niyati. Our team will get back to you with an update soon. Request you to wait. ^NK"
262943,@31420 @115821 me volvió a perder el paquete 😒,@178649 Hola Fernando. ¿Cual era la fecha de entrega de tu pedido? ^JJ
1049384,No sabía que podía comprar muebles como un Sillón Reclinable en @116875 😝  https://t.co/7t9eHOmC7o,"@368020 ¡Ves! De todo puedes encontrar, nada como un sillón cómodo para sentarte o tomar una siesta ^AR https://t.co/M6b4Y4Htx5"
1049386,"@115850 Order# 408-5985511-2541125 return/refund requested due to wrong item packed a month ago, no response from Amazon/seller!!",@368021 I'm sorry the return hasn't been completed yet. I'd like to look into the issue and assist you with it. Please provide 1/3 ^SH
1311527,@AmazonHelp Still awaiting revert!!,"@426475 As you have filled the details, you will receive an email correspondence here: https://t.co/UzOeTZyrYU ^RW"
1311535,"@115850 Mail chain is already going, on.. please help!!
Email- __email__",@426476 Twitter being a public platform we do not have access to your order details. (1/3) ^SI
1049395,@146917 my phone number is being used by someone to place orders on @115850 please guide me on where to make a formal complaint,@368023 here: https://t.co/2t6DQoUmNZ and we'll get back to you soon. 2/2 ^AP
1311544,"Amazon bar
行ってみたい☺",@426477 こんにちは、アマゾンです。いつもご利用ありがとうございます。Amazon Barは10/29までの期間限定でオープンしております。機会がございましたら、ぜひ、足をお運びいただければ幸いです。https://t.co/n2HlmwrAVY ET
1311548,"@115851 @115821 Bosch Washing Machine(Silver), order no.-4__credit_card__ was purchased on 15/10/17 and Rs 39,099 was paid online  1/4.",@426478 I’m sorry about the issue you’re facing with delivery. Let us look into it. Please share (1/2)^HR
979534,"@AmazonHelp はい 
これからもよろしくお願いします。",@352297 (◍•ᴗ•◍) ET
1311557,"@AmazonHelp It's been more than three hours! Will i get any update or i have to tweet you several time??? I ordered on 15th oct, very unprofessional!",@426478 Sorry for the delay. Please respond to the email sent to you here: https://t.co/DTSNmGldJf and we will assist you further. ^GU
1311561,"@AmazonHelp Waiting till end of day is not possible , i will not be able to collect the order. Please cancel the order if it can't be sent earlier",@426476 Please send your details from the link shared above and we will assist you accordingly. Appreciate your understanding.^HR
1311569,@AmazonHelp I've already contacted the support team who are going to flag even the tracking status as false.,"@426346 I'll make sure to forward your feedback internally to the specific team, which helps us improve customer experience. ^RS"
1049427,@AmazonHelp I'm talking about Amazon Pay 25% cashback for new user when transacting on Komparify app. Is that offer running or over?,"@368030 It has ended. For more info, check here: https://t.co/ow4CUdlEtw ^RW"
1311588,あーあ密林さんで買い物しようとしたのにパスワード忘れた😢,@426484 リプライ失礼いたします、Amazon公式です。サインインでお困りでしょうか？よろしければ以下リンクをご参照のうえ、パスワードの再設定をお試しください。https://t.co/xllq6bJaKz  HM
1311598,@115850 Provide direct msg option.It is not good to post complaint publicly.DM option is good to post,"@426485 DM option is available, kindly follow our twitter page and you will be able to DM us. ^PS"
1835899,"@115850 I would like to see proof of this happening. I asked the team to delay the delivery on the 9TH of OCTOBER and not on 17th. Never had to face such an incompetent experience from Amazon. #FailAmazon 
@115851 https://t.co/1BUKxc9o3m","@200857 That's unusual, Rahul. Please report this here: https://t.co/vlvfJr4nN9 and we'll look into this right away. ^HK"
1835943,Dnt wry @115850 anyhow I am surely receive refund in my bank account frm pay balance.i m ready for anything court/FIR watever I need to do https://t.co/CMSTW80COR,"@164814 I'm sorry for the limitations we have, the funds are added to Amazon Pay Balance account as per the terms &amp; conditions. 1/2 ^MJ"
1835945,"@AmazonHelp I am not filling any form because I have done it already before and there has been no positive response and my problem remains unsolved. So nope, I am not filling up any form.",@200857 Write to us here: https://t.co/GIJyeYqKE0 for further assistance. I hope you understand. .2/2 ^MJ
417012,@AmazonHelp Carrier is AMZMX. Your website lists the same arrival estimate.,@214488 Please contact us so we can take a closer look: https://t.co/beR78zMMYB ^JD
1835982,@115850 thanku for delivering my package before time...now i can go home on time this diwali :),"@550558 Hi, we are delighted to hear your package is delivered. Keep us posted for any further assistance. #happydiwali ^AR"
417020,@AmazonHelp I want to return my order but how do I do it .. it's getting stuck at this step https://t.co/kDtKNqwnS7,"@183038 I understand your concern, please contact us here: https://t.co/rS49hgaADF so that we can assist you accordingly. ^MN"
417021,@AmazonHelp hey when do I recieve my cash back?? I have made payment through Citibank credit card and order is delivered.,"@183038 If you've ordered between 4th October to 8th Oct 2017 (Offer Period), the cash back shall be processed by 8th Jan 2018 ^KC"
2622436,@115850  बहुत बेकार सर्विस हो गयी है प्राइम मेमबरशिप को भी बहुत परेशानी हो रही है,@740895 I get your upset. Could you let us know if you have had any unpleasant experience with us? ^PR
2622444,@AmazonHelp Have already done and waiting for your action. But I required it urgently and will be out of station for 20 days. I was about to gift it to someone.. all plan flushed in ..,"@740898 Apologies for the unpleasant experience. We certainly did not expect this to happen. However, please be assured that our team will get back to you with a resolution at the earliest. Also, I've noted this as a feedback and forwarded it internally for a review. ^BV"
2622445,Redmi 4 I received from Amazon..@115821 @115850 @AmazonHelp https://t.co/sEMUQJTaxU,"@740898 Sorry that you have received a wrong product. Kindly reach out to our support team here: https://t.co/vlvfJr4nN9 and we'll look into this for you. Also, please don't provide your order details, we consider it to be personal. Our page is visible to the public. ^GD"
2622455,@115850 @AmazonHelp Now that I've linked card n account details why the heck my ac is blocked. What do u guys wnt frm me?,@704266 All account closure issues are handled by the account specialist team. Suggest you to reply to the email sent by our account specialist team. They'll assist you further. ^SG
2622461,@AmazonHelp I did just feel I get copy and paste responses from there,"@740901 Hey Johnny, can you tell us what the issue is? ^MA"
2622462,@AmazonHelp Do you have a dedicated complaint email address outside of the site please,"@740901 The best place to leave any order feedback would be at the link provided by ^NM. By using the link, we can ensure the feedback is escalated to the appropriate team for you. ^TH"
2622485,@AmazonHelp I'VE SPOKE TO THREE DIFFERENT PEOPLE ABOUT MY REFUND AND IT IS STILL NOT THERE AFTER A MONTH. DO SOMETHING!!!!! #wtf #amazon #amazonsucks,"@740905 Hi, sorry to hear you have not received your refund. Did you receive an email confirming the refund had been requested? ^ES"
417034,Disappointed to learn that inline footnotes are broken in the @117634 edition of Death’s End. Weird because the first footnote worked.,@152471 I'm sorry for the poor experience! So we can better assist; what device are you using to read this book? ^WT
2622496,"@AmazonHelp 6 weeks not invite, i have requested it on 3rd of October ppl requested after me already have the device.","@350881 If you have requested an invite, we will honor your request and send you an invite. Due to heavy demand, we send limited number of invites each week. Keep an eye on your inbox. ^SG"
2622511,"Oh, @116316 versendet auch mit @122924? Erste Sendung schon mal verspätet. Wofür zahle ich nochmal Prime? #fb",@740909 Gerne kannst du dich hierzu an unseren Kundenservice wenden: https://t.co/ohyvGrpvrY ^SK
2622513,"@AmazonHelp Merci, je ne me suis pas privée pour le découvrir maintenant","@740910 Oups ! Attention aux doigts !! 😄😄😄 Les manettes vont ""souffrir"" 🎮🎮🎮🎮
^MD"
2622518,@115821 @AmazonHelp my partner recently ordered something from amazon and was meant to arrive yesterday waited in all day yesterday and again today still no package..,"@146134 I am sorry to hear the package has not arrived. Typically, late deliveries arrive the following business day. What does the latest tracking information say:  https://t.co/aaDyEz1VgE ^SC"
